区分,品名,メーカー名
内用薬,コタロー柴胡桂枝湯エキス細粒,小太郎漢方製薬
内用薬,三和柴胡桂枝湯エキス細粒,三和生薬
内用薬,ジュンコウ柴胡桂枝湯ＦＣエキス細粒医療用,康和薬通
内用薬,クラシエ柴胡桂枝湯エキス細粒,クラシエ製薬
内用薬,オースギ柴胡桂枝湯エキスＧ,大杉製薬
内用薬,ＪＰＳ柴胡桂枝湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の柴胡桂枝湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ柴胡桂枝湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク柴胡桂枝湯エキス顆粒,帝國漢方製薬
内用薬,マツウラ柴胡桂枝湯エキス顆粒,松浦薬業
内用薬,クラシエ柴胡桂枝湯エキス錠,大峰堂薬品工業
内用薬,コタロー柴胡桂枝乾姜湯エキス細粒,小太郎漢方製薬
内用薬,太虎堂の柴胡桂枝乾姜湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ柴胡桂枝乾姜湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク柴胡桂枝乾姜湯エキス顆粒,帝國漢方製薬
内用薬,本草柴胡桂枝乾姜湯エキス顆粒－Ｍ,本草製薬
内用薬,コタロー柴胡清肝湯エキス細粒,小太郎漢方製薬
内用薬,ツムラ柴胡清肝湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク柴胡清肝湯エキス顆粒,帝國漢方製薬
内用薬,クラシエ柴朴湯エキス細粒,大峰堂薬品工業
内用薬,ツムラ柴朴湯エキス顆粒（医療用）,ツムラ
内用薬,クラシエ柴苓湯エキス細粒,大峰堂薬品工業
内用薬,ツムラ柴苓湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ酸棗仁湯エキスＧ,大杉製薬
内用薬,ツムラ酸棗仁湯エキス顆粒（医療用）,ツムラ
内用薬,マツウラ酸棗仁湯エキス顆粒,松浦薬業
内用薬,コタロー三黄瀉心湯エキス細粒,小太郎漢方製薬
内用薬,クラシエ三黄瀉心湯エキス細粒,クラシエ製薬
内用薬,オースギ三黄瀉心湯エキスＧ,大杉製薬
内用薬,ＪＰＳ三黄瀉心湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の三黄瀉心湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ三黄瀉心湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク三黄瀉心湯エキス顆粒,帝國漢方製薬
内用薬,本草三黄瀉心湯エキス顆粒－Ｍ,本草製薬
内用薬,コタロー三黄瀉心湯エキスカプセル,小太郎漢方製薬
内用薬,ツムラ三物黄ごん湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ滋陰降火湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ滋陰至宝湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ四逆散エキス顆粒（医療用）,ツムラ
内用薬,〔東洋〕四君子湯エキス細粒,東洋薬行
内用薬,ツムラ四君子湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ四君子湯エキス錠,大杉製薬
内用薬,コタロー梔子柏皮湯エキス細粒,小太郎漢方製薬
内用薬,〔東洋〕七物降下湯エキス細粒,東洋薬行
内用薬,オースギ七物降下湯エキスＧ,大杉製薬
内用薬,ツムラ七物降下湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー四物湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ四物湯ＦＣエキス細粒医療用,康和薬通
内用薬,クラシエ四物湯エキス細粒,クラシエ製薬
内用薬,太虎堂の四物湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ四物湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク四物湯エキス顆粒,帝國漢方製薬
内用薬,本草四物湯エキス顆粒－Ｍ,本草製薬
内用薬,クラシエ四物湯エキス錠,大峰堂薬品工業
内用薬,コタロー炙甘草湯エキス細粒,小太郎漢方製薬
内用薬,ツムラ炙甘草湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー芍薬甘草湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ芍薬甘草湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕芍薬甘草湯エキス細粒,東洋薬行
内用薬,クラシエ芍薬甘草湯エキス細粒,クラシエ製薬
内用薬,ツムラ芍薬甘草湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク芍薬甘草湯エキス顆粒,帝國漢方製薬
内用薬,本草芍薬甘草湯エキス顆粒－Ｍ,本草製薬
内用薬,マツウラ芍薬甘草湯エキス顆粒,松浦薬業
内用薬,三和芍薬甘草附子湯エキス細粒,三和生薬
内用薬,コタロー十全大補湯エキス細粒,小太郎漢方製薬
内用薬,三和十全大補湯エキス細粒,三和生薬
内用薬,ジュンコウ十全大補湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕十全大補湯エキス細粒,東洋薬行
内用薬,クラシエ十全大補湯エキス細粒,大峰堂薬品工業
内用薬,オースギ十全大補湯エキスＧ,大杉製薬
内用薬,ツムラ十全大補湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク十全大補湯エキス顆粒,帝國漢方製薬
内用薬,本草十全大補湯エキス顆粒－Ｍ,本草製薬
内用薬,コタロー十味敗毒湯エキス細粒,小太郎漢方製薬
内用薬,三和十味敗毒湯エキス細粒,三和生薬
内用薬,〔東洋〕十味敗毒湯エキス細粒,東洋薬行
内用薬,クラシエ十味敗毒湯エキス細粒,クラシエ製薬
内用薬,オースギ十味敗毒湯エキスＧ,大杉製薬
内用薬,ＪＰＳ十味敗毒湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の十味敗毒湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ十味敗毒湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク十味敗毒湯エキス顆粒,帝國漢方製薬
内用薬,本草十味敗毒湯エキス顆粒－Ｍ,本草製薬
内用薬,クラシエ十味敗毒湯エキス錠,大峰堂薬品工業
内用薬,太虎堂の潤腸湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ潤腸湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー小建中湯エキス細粒,小太郎漢方製薬
内用薬,オースギ小建中湯エキスＧ,大杉製薬
内用薬,ツムラ小建中湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー小柴胡湯エキス細粒,小太郎漢方製薬
内用薬,三和小柴胡湯エキス細粒,三和生薬
内用薬,ジュンコウ小柴胡湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕小柴胡湯エキス細粒,東洋薬行
内用薬,クラシエ小柴胡湯エキス細粒,クラシエ製薬
内用薬,オースギ小柴胡湯エキスＧ,大杉製薬
内用薬,ＪＰＳ小柴胡湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の小柴胡湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ小柴胡湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク小柴胡湯エキス顆粒,帝國漢方製薬
内用薬,本草小柴胡湯エキス顆粒－Ｍ,本草製薬
内用薬,マツウラ小柴胡湯エキス顆粒,松浦薬業
内用薬,オースギ小柴胡湯エキスＴ錠,大杉製薬
内用薬,クラシエ小柴胡湯エキス錠,大峰堂薬品工業
内用薬,ツムラ小柴胡湯加桔梗石膏エキス顆粒（医療用）,ツムラ
内用薬,コタロー小青竜湯エキス細粒,小太郎漢方製薬
内用薬,三和小青竜湯エキス細粒,三和生薬
内用薬,クラシエ小青竜湯エキス細粒,クラシエ製薬
内用薬,オースギ小青竜湯エキスＧ,大杉製薬
内用薬,ＪＰＳ小青竜湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の小青竜湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ小青竜湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク小青竜湯エキス顆粒,帝國漢方製薬
内用薬,本草小青龍湯エキス顆粒－Ｍ,本草製薬
内用薬,オースギ小青竜湯エキスＴ錠,大杉製薬
内用薬,クラシエ小青竜湯エキス錠,大峰堂薬品工業
内用薬,コタロー小半夏加茯苓湯エキス細粒,小太郎漢方製薬
内用薬,クラシエ小半夏加茯苓湯エキス細粒,クラシエ製薬
内用薬,ツムラ小半夏加茯苓湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク小半夏加茯苓湯エキス顆粒,帝國漢方製薬
内用薬,本草小半夏加茯苓湯エキス顆粒－Ｍ,本草製薬
内用薬,オースギ小半夏加茯苓湯エキスＧ,大杉製薬
内用薬,コタロー消風散エキス細粒,小太郎漢方製薬
内用薬,オースギ消風散エキスＧ,大杉製薬
内用薬,ツムラ消風散エキス顆粒（医療用）,ツムラ
内用薬,ツムラ升麻葛根湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ四苓湯細粒（調剤用）,大杉製薬
内用薬,コタロー辛夷清肺湯エキス細粒,小太郎漢方製薬
内用薬,クラシエ辛夷清肺湯エキス細粒,大峰堂薬品工業
内用薬,オースギ辛夷清肺湯エキスＧ,大杉製薬
内用薬,ツムラ辛夷清肺湯エキス顆粒（医療用）,ツムラ
内用薬,太虎堂の参蘇飲エキス顆粒,太虎精堂製薬
内用薬,ツムラ参蘇飲エキス顆粒（医療用）,ツムラ
内用薬,コタロー神秘湯エキス細粒,小太郎漢方製薬
内用薬,〔東洋〕神秘湯エキス細粒,東洋薬行
内用薬,クラシエ神秘湯エキス細粒,大峰堂薬品工業
内用薬,オースギ神秘湯エキスＧ,大杉製薬
内用薬,ツムラ神秘湯エキス顆粒（医療用）,ツムラ
内用薬,本草神秘湯エキス顆粒－Ｍ,本草製薬
内用薬,コタロー真武湯エキス細粒,小太郎漢方製薬
内用薬,三和真武湯エキス細粒,三和生薬
内用薬,ＪＰＳ真武湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ真武湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ清上防風湯エキスＧ,大杉製薬
内用薬,ツムラ清上防風湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ清暑益気湯エキス顆粒（医療用）,ツムラ
内用薬,ジュンコウ清心蓮子飲ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕清心連子飲エキス細粒,東洋薬行
内用薬,ツムラ清心蓮子飲エキス顆粒（医療用）,ツムラ
内用薬,ツムラ清肺湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ川きゅう茶調散料エキスＴＧ,大杉製薬
内用薬,ツムラ川きゅう茶調散エキス顆粒（医療用）,ツムラ
内用薬,オースギ疎経活血湯エキスＧ,大杉製薬
内用薬,太虎堂の疎経活血湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ疎経活血湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ大黄甘草湯エキスＧ,大杉製薬
内用薬,ツムラ大黄甘草湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ大黄甘草湯エキスＴ錠,大杉製薬
内用薬,コタロー大黄牡丹皮湯エキス細粒,小太郎漢方製薬
内用薬,ツムラ大黄牡丹皮湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク大黄牡丹皮湯エキス顆粒,帝國漢方製薬
内用薬,コタロー大建中湯エキス細粒,小太郎漢方製薬
内用薬,ツムラ大建中湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー大柴胡湯エキス細粒,小太郎漢方製薬
内用薬,三和大柴胡湯エキス細粒,三和生薬
内用薬,ジュンコウ大柴胡湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕大柴胡湯エキス細粒,東洋薬行
内用薬,クラシエ大柴胡湯エキス細粒,クラシエ製薬
内用薬,オースギ大柴胡湯エキスＧ,大杉製薬
内用薬,ＪＰＳ大柴胡湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の大柴胡湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ大柴胡湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク大柴胡湯エキス顆粒,帝國漢方製薬
内用薬,本草大柴胡湯エキス顆粒－Ｍ,本草製薬
内用薬,オースギ大柴胡湯エキスＴ錠,大杉製薬
内用薬,クラシエ大柴胡湯エキス錠,大峰堂薬品工業
内用薬,コタロー大柴胡湯去大黄エキス細粒,小太郎漢方製薬
内用薬,三和大柴胡去大黄湯エキス細粒,三和生薬
内用薬,コタロー大承気湯エキス細粒,小太郎漢方製薬
内用薬,ツムラ大承気湯エキス顆粒（医療用）,ツムラ
内用薬,三和大防風湯エキス細粒,三和生薬
内用薬,ツムラ大防風湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ竹じょ温胆湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ治打撲一方エキス顆粒（医療用）,ツムラ
内用薬,ツムラ治頭瘡一方エキス顆粒（医療用）,ツムラ
内用薬,ツムラ調胃承気湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ釣藤散エキス顆粒（医療用）,ツムラ
内用薬,マツウラ釣藤散エキス顆粒,松浦薬業
内用薬,コタロー腸癰湯エキス細粒,小太郎漢方製薬
内用薬,コタロー猪苓湯エキス細粒,小太郎漢方製薬
内用薬,三和猪苓湯エキス細粒,三和生薬
内用薬,〔東洋〕猪苓湯エキス細粒,東洋薬行
内用薬,クラシエ猪苓湯エキス細粒,クラシエ製薬
内用薬,オースギ猪苓湯エキスＧ,大杉製薬
内用薬,ＪＰＳ猪苓湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の猪苓湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ猪苓湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク猪苓湯エキス顆粒,帝國漢方製薬
内用薬,本草猪苓湯エキス顆粒－Ｍ,本草製薬
内用薬,ツムラ猪苓湯合四物湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー通導散エキス細粒,小太郎漢方製薬
内用薬,太虎堂の通導散エキス顆粒,太虎精堂製薬
内用薬,ツムラ通導散エキス顆粒（医療用）,ツムラ
内用薬,コタロー桃核承気湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ桃核承気湯ＦＣエキス細粒医療用,康和薬通
内用薬,クラシエ桃核承気湯エキス細粒,クラシエ製薬
内用薬,オースギ桃核承気湯エキスＧ,大杉製薬
内用薬,ＪＰＳ桃核承気湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ桃核承気湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク桃核承気湯エキス顆粒,帝國漢方製薬
内用薬,本草桃核承気湯エキス顆粒－Ｍ,本草製薬
内用薬,クラシエ桃核承気湯エキス錠,大峰堂薬品工業
内用薬,ツムラ当帰湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ当帰飲子エキス顆粒（医療用）,ツムラ
内用薬,ツムラ当帰建中湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー当帰四逆加呉茱萸生姜湯エキス細粒,小太郎漢方製薬
内用薬,クラシエ当帰四逆加呉茱萸生姜湯エキス細粒,大峰堂薬品工業
内用薬,オースギ当帰四逆加呉茱萸生姜湯エキスＧ,大杉製薬
内用薬,ツムラ当帰四逆加呉茱萸生姜湯エキス顆粒（医療用）,ツムラ
内用薬,太虎堂の当帰芍薬散料エキス散,太虎精堂製薬
内用薬,コタロー当帰芍薬散料エキス細粒,小太郎漢方製薬
内用薬,三和当帰芍薬散料エキス細粒,三和生薬
内用薬,ジュンコウ当帰芍薬散料ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕当帰芍薬散料エキス細粒,東洋薬行
